date,IFB,ifb.r
8/28/2016,815.8,0.923595014
8/29/2016,820.5,0.574468365
8/30/2016,816.9,-0.439722218
8/31/2016,809.3,-0.934701185
9/3/2016,796.6,-1.581700575
9/4/2016,793,-0.452944911
9/5/2016,797.4,0.553321331
9/6/2016,802.5,0.637542006
9/7/2016,802.6,0.012460283
9/10/2016,804.3,0.211587608
9/11/2016,807.1,0.347524242
9/13/2016,796.9,-1.271837593
9/14/2016,800,0.388252726
9/17/2016,801,0.12492194
9/18/2016,809.4,1.043228537
9/19/2016,810.9,0.185150951
9/21/2016,816,0.626961301
9/24/2016,823.1,0.866334501
9/25/2016,822.5,-0.072921734
9/26/2016,820.7,-0.2190848
9/27/2016,816.2,-0.549821166
9/28/2016,817.1,0.110206342
10/1/2016,823.3,0.755916791
10/2/2016,819.8,-0.426024623
10/3/2016,818.6,-0.146484401
10/4/2016,818.3,-0.036654652
10/5/2016,811.8,-0.797501313
10/8/2016,815.5,0.454741766
10/9/2016,818.2,0.330538343
10/10/2016,823.4,0.633530384
10/15/2016,825.7,0.278940209
10/16/2016,822.3,-0.412621945
10/17/2016,823.2,0.109389254
10/18/2016,827.4,0.508906951
10/19/2016,824.5,-0.351111203
10/22/2016,831.4,0.833388482
10/23/2016,829.4,-0.240847901
10/24/2016,826.7,-0.326067555
10/25/2016,827.7,0.120889763
10/26/2016,828.6,0.108675975
10/29/2016,839.2,1.271152744
10/30/2016,837.3,-0.226662787
10/31/2016,838.2,0.107430628
11/1/2016,841.4,0.381043567
11/2/2016,842.8,0.166251077
11/5/2016,838.5,-0.511510067
11/6/2016,836.9,-0.190999222
11/7/2016,835.1,-0.215311088
11/8/2016,839.3,0.501673293
11/9/2016,819.2,-2.42399568
11/12/2016,835.3,1.946268748
11/13/2016,837.4,0.251091182
11/14/2016,842.7,0.630916919
11/15/2016,841.1,-0.190046381
11/16/2016,831.8,-1.111853166
11/19/2016,833,0.144161486
11/21/2016,833,0
11/22/2016,833,0
11/23/2016,833.7,0.083998325
11/26/2016,831.5,-0.264232678
11/27/2016,830.5,-0.120336958
11/29/2016,830.9,0.048152162
12/3/2016,830.5,-0.048152162
12/4/2016,838.5,0.958665221
12/5/2016,841.9,0.404666108
12/6/2016,852.2,1.215999872
12/7/2016,862.7,1.224576502
12/10/2016,870.2,0.86560642
12/11/2016,868.7,-0.172522902
12/12/2016,869.7,0.115048333
12/13/2016,868,-0.195660994
12/14/2016,865.9,-0.242228621
12/18/2016,866.9,0.115420142
12/19/2016,867.1,0.023068051
12/20/2016,868.3,0.138296668
12/21/2016,871.8,0.402276274
12/24/2016,867.8,-0.459876644
12/25/2016,860.7,-0.821526171
12/26/2016,862,0.150925901
12/27/2016,857,-0.581735207
12/28/2016,865.1,0.940718859
12/31/2016,868.6,0.403761291
1/1/2017,852.9,-1.824041278
1/2/2017,852.5,-0.046909817
1/3/2017,851.4,-0.129115576
1/4/2017,845.2,-0.730876765
1/7/2017,837,-0.974921525
1/8/2017,835.3,-0.203312873
1/9/2017,826.9,-1.010717303
1/11/2017,830.5,0.434416033
1/14/2017,829,-0.180777392
1/15/2017,826.5,-0.302023787
1/16/2017,831.5,0.603138137
1/17/2017,835,0.420042622
1/18/2017,845.4,1.237816328
1/21/2017,842.8,-0.30802062
1/22/2017,838.8,-0.47573829
1/23/2017,840.4,0.190566994
1/24/2017,837.5,-0.345670527
1/25/2017,837.3,-0.023883449
1/28/2017,837.2,-0.011943864
1/29/2017,844.7,0.891854416
1/30/2017,850,0.625481475
1/31/2017,850.2,0.023526644
2/1/2017,849.6,-0.070596544
2/4/2017,839.4,-1.207829959
2/5/2017,836.9,-0.298276186
2/6/2017,835.3,-0.191364728
2/7/2017,835.7,0.047875525
2/8/2017,834.9,-0.095773981
2/11/2017,835.1,0.023952096
2/12/2017,835,-0.011975331
2/13/2017,839.5,0.537475167
2/14/2017,840.5,0.119047633
2/15/2017,849.2,1.029777698
2/18/2017,852.8,0.423032358
2/19/2017,850.1,-0.317106379
2/20/2017,864.9,1.725990369
2/21/2017,866.1,0.138648202
2/22/2017,867,0.103860144
2/25/2017,865.2,-0.20782827
2/26/2017,866.3,0.127057482
2/27/2017,869.4,0.357204966
2/28/2017,869.3,-0.011502847
3/1/2017,870.2,0.10347802
3/4/2017,871.3,0.126327895
3/5/2017,870.3,-0.114836944
3/6/2017,865.9,-0.506855134
3/7/2017,863.9,-0.231240709
3/8/2017,865,0.127248557
3/11/2017,851,-1.631737836
3/12/2017,846.9,-0.482950465
3/13/2017,853.6,0.788007606
3/14/2017,866.5,1.499940917
3/15/2017,871.4,0.563900453
3/18/2017,875.4,0.457981107
3/25/2017,880.4,0.56954249
3/26/2017,882.9,0.283559426
3/27/2017,885.9,0.339213351
3/28/2017,883.6,-0.259960587
3/29/2017,887.5,0.44040498
4/3/2017,886.9,-0.067628497
4/4/2017,885.8,-0.124104489
4/5/2017,889,0.360604402
4/8/2017,890.1,0.123658045
4/9/2017,890.3,0.022466861
4/10/2017,899.4,1.016938976
4/12/2017,896.4,-0.334113241
4/15/2017,909.1,1.40683572
4/16/2017,906,-0.341579308
4/17/2017,902,-0.442478598
4/18/2017,905.1,0.343091477
4/19/2017,907.8,0.297865519
4/22/2017,916.9,0.997432503
4/23/2017,912.1,-0.524878187
4/24/2017,913.5,0.153374263
4/26/2017,922.3,0.958717442
4/29/2017,921.3,-0.108483413
4/30/2017,925,0.40080214
5/1/2017,932.8,0.839707808
5/2/2017,933.6,0.085726538
5/3/2017,936.9,0.352847198
5/6/2017,929,-0.846781414
5/7/2017,932.9,0.418927515
5/8/2017,923.7,-0.991067037
5/9/2017,924.6,0.097386796
5/10/2017,924.2,-0.043271312
5/13/2017,922.5,-0.184112252
5/14/2017,916.9,-0.608896086
5/15/2017,915,-0.207434978
5/16/2017,916.1,0.120146375
5/17/2017,915.6,-0.054594094
5/20/2017,927.2,1.258970395
5/21/2017,926.9,-0.032360714
5/22/2017,928.3,0.150927152
5/23/2017,925.6,-0.291278053
5/24/2017,926.6,0.10797971
5/27/2017,923.2,-0.367607723
5/28/2017,918.2,-0.543066394
5/29/2017,916.6,-0.174405974
5/30/2017,914.7,-0.207502941
5/31/2017,916,0.142022201
6/3/2017,909.4,-0.723132328
6/6/2017,912.1,0.29645918
6/7/2017,901,-1.224437558
6/10/2017,903,0.221729581
6/11/2017,904.3,0.143861033
6/12/2017,896.9,-0.821679062
6/13/2017,895.8,-0.122719935
6/14/2017,902.4,0.734070697
6/17/2017,900.6,-0.199667288
6/18/2017,891.5,-1.015577056
6/19/2017,895.9,0.49233623
6/20/2017,900,0.456596372
6/21/2017,903.5,0.388134671
6/24/2017,898.4,-0.566070661
6/25/2017,900,0.17793599
6/28/2017,910.3,1.137945219
7/1/2017,903.9,-0.705548071
7/2/2017,900,-0.432397148
7/3/2017,897.1,-0.322742476
7/4/2017,897,-0.011147651
7/5/2017,899.6,0.289435803
7/8/2017,896.8,-0.311734833
7/9/2017,900.5,0.411729286
7/10/2017,901.5,0.110987803
7/11/2017,905.4,0.431679236
7/12/2017,909.2,0.418825698
7/15/2017,911.4,0.241678685
7/16/2017,910.3,-0.120766332
7/17/2017,910.6,0.032950739
7/19/2017,920.4,1.070463526
7/22/2017,923.8,0.368723984
7/23/2017,924.2,0.043290044
7/24/2017,923.6,-0.064942096
7/25/2017,921,-0.281904123
7/26/2017,920.1,-0.097767647
7/29/2017,920.8,0.076049762
7/30/2017,920.3,-0.054315356
7/31/2017,929.1,0.95166718
8/1/2017,933.8,0.504590689
8/2/2017,931.2,-0.278820556
8/6/2017,930.6,-0.064453757
8/7/2017,925.6,-0.538736353
8/8/2017,922.7,-0.313802129
8/9/2017,924,0.140791706
8/12/2017,919.6,-0.477327875
8/13/2017,920.8,0.130406452
8/14/2017,918.7,-0.228323013
8/15/2017,918.7,0
8/16/2017,918.7,0
8/19/2017,920,0.141404277
8/20/2017,922.9,0.314721623
8/21/2017,929.1,0.669548938
8/22/2017,936.6,0.80399211
8/23/2017,940.1,0.372995584
8/26/2017,947.9,0.826275887
8/27/2017,947,-0.094991827
8/28/2017,947.9,0.094991827
8/29/2017,951.5,0.379067528
8/30/2017,953.5,0.20997383
